gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4518236753,0,18,1,1,4,12,7,0,0,0,0,15233,6.6,16168,208,39,-3184,-2345,20.8,1523.3,13,3,0,12,4,14,0,0,0,0,18417,7,18513,218,44,3184,2345,21.8,1841.7
4521299727,1,35,3,1,13,5,16,0,0,0,0,19452,7.6,20776,212,59,2593,3690,21.2,1945.2,14,3,0,5,13,7,2,1,1,0,16859,6.8,17086,213,64,-2593,-3690,21.3,1685.9
4485967051,0,15,3,0,2,6,3,0,0,0,0,14602,6.8,17042,208,54,-2185,-2480,20.8,1460.2,13,2,1,6,2,4,1,1,0,0,16787,7.2,19522,232,76,2185,2480,23.2,1678.7
4518366913,1,18,2,1,8,3,6,1,1,0,0,17243,6.8,18171,231,52,2803,1638,23.1,1724.3,15,6,0,3,8,5,0,0,0,0,14440,6.6,16533,186,57,-2803,-1638,18.6,1444
4474674368,0,19,2,0,6,5,7,1,1,0,0,15529,7,17721,204,39,-413,-1004,20.4,1552.9,13,3,1,5,6,2,1,0,1,0,15942,7,18725,237,48,413,1004,23.7,1594.2
4469829210,1,34,1,1,9,4,10,2,1,1,0,18303,7.2,19140,263,58,2642,366,26.3,1830.3,16,0,0,4,9,2,0,0,0,0,15661,7,18774,231,49,-2642,-366,23.1,1566.1
4513293772,0,17,0,1,3,9,2,0,0,0,0,13820,5.8,13497,158,45,-3996,-2986,15.8,1382,90,1,0,9,3,14,1,1,0,0,17816,6.6,16483,190,48,3996,2986,19,1781.6
4521129958,1,13,3,1,6,3,5,0,0,0,0,16097,7,18426,226,51,1212,1738,22.6,1609.7,13,3,0,3,6,1,2,1,1,0,14885,6.6,16688,216,50,-1212,-1738,21.6,1488.5
4492730038,0,19,4,1,3,5,6,0,0,0,0,15834,6.8,18088,228,56,-191,-182,22.8,1583.4,145,5,0,5,3,6,1,1,0,0,16025,7.2,18270,208,52,191,182,20.8,1602.5
4517512393,1,14,4,1,9,8,5,1,1,0,0,15852,6.8,17330,194,35,-1918,-1739,19.4,1585.2,16,3,0,8,9,10,1,0,1,0,17770,7.2,19069,213,66,1918,1739,21.3,1777
4515341076,0,15,5,0,5,8,6,1,1,0,0,15483,6.8,16690,174,54,-1429,-683,17.4,1548.3,25,3,1,8,5,10,0,0,0,0,16912,6.8,17373,225,40,1429,683,22.5,1691.2
4522390017,1,17,4,1,4,3,4,0,0,0,0,15202,6.8,17438,215,53,145,-729,21.5,1520.2,49,2,0,3,4,2,1,0,1,0,15057,6.8,18167,247,60,-145,729,24.7,1505.7
4516238123,0,13,3,1,7,6,8,0,0,0,0,16097,6.6,16760,214,42,853,363,21.4,1609.7,17,0,0,6,7,4,1,1,0,0,15244,6.4,16397,182,46,-853,-363,18.2,1524.4
4513729345,1,16,4,1,2,3,1,0,0,0,0,15572,7.2,19166,242,83,902,860,24.2,1557.2,17,0,0,3,2,4,1,1,0,0,14670,6.8,18306,231,47,-902,-860,23.1,1467
4498278588,0,12,1,0,4,6,0,0,0,0,0,15922,7.2,19022,248,64,-1454,-616,24.8,1592.2,36,3,1,6,4,8,0,0,0,0,17376,7.2,19638,207,68,1454,616,20.7,1737.6
4514527472,1,13,5,0,13,3,11,1,0,1,0,19133,7.4,20110,223,40,4238,3475,22.3,1913.3,14,0,1,3,13,2,1,1,0,0,14895,6.6,16635,168,80,-4238,-3475,16.8,1489.5
4497870757,0,17,2,1,3,11,4,1,1,0,0,14625,6.6,16487,200,48,-2978,-2960,20,1462.5,19,3,0,11,3,12,0,0,0,0,17603,7.4,19447,190,44,2978,2960,19,1760.3
4520645604,1,156,0,1,10,6,15,2,1,1,1,20183,7.6,20663,216,73,3663,2748,21.6,2018.3,14,1,0,6,10,6,0,0,0,0,16520,6.8,17915,192,47,-3663,-2748,19.2,1652
4449694269,0,20,7,0,7,8,6,1,1,0,0,16685,6.8,17591,193,40,-335,-681,19.3,1668.5,29,4,1,8,7,7,1,0,1,0,17020,6.8,18272,228,47,335,681,22.8,1702
4511159553,1,18,2,1,9,5,9,1,0,1,0,18408,7.2,19614,225,56,2969,2575,22.5,1840.8,14,4,0,5,9,3,0,0,0,0,15439,6.6,17039,210,60,-2969,-2575,21,1543.9
4500726742,0,14,6,0,2,8,1,1,0,1,0,13895,6.6,16914,210,44,-2894,-1742,21,1389.5,17,2,1,8,2,9,1,1,0,0,16789,7,18656,208,55,2894,1742,20.8,1678.9
4489481429,1,15,1,1,8,9,9,0,0,0,0,17119,7,18174,209,36,-1362,-863,20.9,1711.9,13,3,0,9,8,9,0,0,0,0,18481,7.4,19037,235,55,1362,863,23.5,1848.1
4490249135,0,15,3,1,6,10,5,0,0,0,0,15164,6.4,16581,190,41,-4055,-2248,19,1516.4,32,1,0,10,6,10,1,0,1,0,19219,7.2,18829,236,58,4055,2248,23.6,1921.9
4503626292,1,15,1,1,14,4,14,0,0,0,0,19600,7.4,20132,218,56,5344,3506,21.8,1960,12,1,0,4,14,1,0,0,0,0,14256,6.8,16626,194,47,-5344,-3506,19.4,1425.6
4449918896,0,13,2,1,10,4,7,0,0,0,0,17498,7.4,19402,224,45,2084,2869,22.4,1749.8,10,2,0,4,10,4,0,0,0,0,15414,6.4,16533,228,36,-2084,-2869,22.8,1541.4
4525060117,1,18,3,1,7,2,5,1,1,0,0,16860,6.8,18168,226,49,2984,1565,22.6,1686,22,3,0,2,7,1,0,0,0,0,13876,6.6,16603,216,40,-2984,-1565,21.6,1387.6
4513005798,0,13,0,0,9,5,7,1,1,0,0,17322,7,18525,255,44,1372,2320,25.5,1732.2,13,1,1,5,9,6,0,0,0,0,15950,6.6,16205,213,52,-1372,-2320,21.3,1595
4524609422,1,16,3,1,3,4,2,2,1,1,0,14501,6.6,16819,201,46,-250,489,20.1,1450.1,15,4,0,4,3,6,0,0,0,0,14751,6.4,16330,212,39,250,-489,21.2,1475.1
4491183408,0,17,0,0,8,10,8,1,0,1,0,18020,7.2,19285,214,63,-533,944,21.4,1802,86,1,1,10,8,14,0,0,0,0,18553,7,18341,198,52,533,-944,19.8,1855.3
4520833786,1,17,1,1,10,6,10,0,0,0,0,18559,7,18239,223,61,2606,964,22.3,1855.9,16,0,0,6,10,6,1,1,0,0,15953,6.8,17275,203,60,-2606,-964,20.3,1595.3
4522622334,0,55,2,0,6,7,8,2,1,1,0,16289,6.8,17723,208,56,-963,-64,20.8,1628.9,14,6,1,7,6,11,0,0,0,0,17252,7,17787,230,56,963,64,23,1725.2
4523122447,1,16,4,1,4,3,3,1,1,0,0,15791,7,17326,224,56,960,-812,22.4,1579.1,16,4,0,3,4,5,0,0,0,0,14831,7,18138,223,49,-960,812,22.3,1483.1
4515668714,0,15,3,1,4,10,6,0,0,0,0,15728,6.8,16927,212,56,-1615,-1585,21.2,1572.8,33,4,0,10,4,12,0,0,0,0,17343,7,18512,205,44,1615,1585,20.5,1734.3
4517860054,1,14,4,1,3,2,3,0,0,0,0,15148,6.6,16687,215,48,-44,-1601,21.5,1514.8,19,5,0,2,3,1,0,0,0,0,15192,7,18288,246,51,44,1601,24.6,1519.2
4515298489,0,18,1,0,2,5,4,2,1,1,0,14414,6.4,16249,215,64,-2363,-2144,21.5,1441.4,13,2,1,5,2,10,0,0,0,0,16777,7.2,18393,233,64,2363,2144,23.3,1677.7
4464319633,1,13,2,1,10,8,14,2,1,1,0,17893,7,17157,206,56,1181,-934,20.6,1789.3,13,2,0,8,10,6,0,0,0,0,16712,7,18091,182,47,-1181,934,18.2,1671.2
4520954808,0,11,3,1,8,8,6,0,0,0,0,16488,7,17386,208,41,-870,-1120,20.8,1648.8,15,0,0,8,8,7,1,1,0,0,17358,7.2,18506,241,48,870,1120,24.1,1735.8
4505648249,1,13,1,1,7,8,12,1,1,0,0,16200,6.6,17810,202,42,-927,-736,20.2,1620,13,3,0,8,7,11,1,0,1,0,17127,7.2,18546,207,57,927,736,20.7,1712.7
4464340157,0,13,0,0,5,12,11,1,1,0,0,14353,6.2,15067,168,48,-4550,-3483,16.8,1435.3,11,1,1,12,5,19,0,0,0,0,18903,7.2,18550,216,39,4550,3483,21.6,1890.3
4510837678,1,81,1,0,5,6,6,0,0,0,0,15719,6.8,17801,202,39,-1121,4,20.2,1571.9,16,4,1,6,5,5,0,0,0,0,16840,7,17797,236,48,1121,-4,23.6,1684
4520734931,0,42,4,0,3,5,4,0,0,0,0,15314,7,18205,233,52,-1659,-1566,23.3,1531.4,18,5,1,5,3,5,0,0,0,0,16973,7.4,19771,253,60,1659,1566,25.3,1697.3
4524109040,1,15,2,1,4,1,4,2,1,1,0,16305,7.2,19758,253,64,1793,929,25.3,1630.5,15,2,0,1,4,1,0,0,0,0,14512,7.2,18829,204,76,-1793,-929,20.4,1451.2
4447699269,0,37,5,0,10,6,18,0,0,0,0,17690,7.2,18278,192,45,1377,2429,19.2,1769,16,1,1,6,10,5,0,0,0,0,16313,6.6,15849,194,42,-1377,-2429,19.4,1631.3
4482075284,1,12,3,1,8,2,8,0,0,0,0,18269,7.6,20290,258,49,3389,3465,25.8,1826.9,15,3,0,2,8,1,0,0,0,0,14880,6.4,16825,239,50,-3389,-3465,23.9,1488
4468173353,0,12,2,0,6,12,6,0,0,0,0,15595,6.4,15756,159,48,-3682,-4566,15.9,1559.5,17,1,1,12,6,13,0,0,0,0,19277,7.6,20322,240,54,3682,4566,24,1927.7
4525152197,1,13,3,0,3,7,3,1,0,1,1,16180,6.8,17570,229,45,-981,264,22.9,1618,12,1,1,7,3,11,1,1,0,0,17161,6.8,17306,230,48,981,-264,23,1716.1
4464085930,0,30,0,1,9,9,9,0,0,0,0,17658,7,17546,214,47,108,-88,21.4,1765.8,16,2,0,9,9,8,1,0,1,0,17550,7,17634,235,36,-108,88,23.5,1755
4524157575,1,15,1,1,6,2,6,2,1,1,0,16998,7.2,18708,236,56,2619,1209,23.6,1699.8,14,0,0,2,6,2,0,0,0,0,14379,7,17499,217,52,-2619,-1209,21.7,1437.9
4450431370,0,14,1,0,7,14,8,0,0,0,0,16336,6.8,16919,190,40,-3908,-2704,19,1633.6,17,2,1,14,7,17,1,1,0,0,20244,7.2,19623,208,66,3908,2704,20.8,2024.4
4521386660,1,15,1,1,4,4,1,0,0,0,0,14881,7,18074,209,45,-856,-563,20.9,1488.1,164,3,0,4,4,1,0,0,0,0,15737,7,18637,236,55,856,563,23.6,1573.7
4468568554,0,13,2,0,7,7,8,0,0,0,0,17148,7,17427,226,52,1084,658,22.6,1714.8,15,3,1,7,7,8,2,1,1,0,16064,6.4,16769,207,40,-1084,-658,20.7,1606.4
4462148925,1,17,2,1,4,3,10,1,1,0,0,15730,7,18484,241,52,739,-270,24.1,1573,16,2,0,3,4,5,0,0,0,0,14991,7,18754,239,59,-739,270,23.9,1499.1
4523634047,0,14,0,0,3,5,4,1,0,1,1,16250,6.6,16288,215,48,154,-979,21.5,1625,13,1,1,5,3,11,1,1,0,0,16096,6.8,17267,230,51,-154,979,23,1609.6
4497724425,1,15,1,1,16,5,14,1,1,0,0,19098,7,18636,203,37,2447,247,20.3,1909.8,11,0,0,5,16,3,0,0,0,0,16651,7,18389,207,63,-2447,-247,20.7,1665.1
4483634862,0,14,1,0,5,12,5,0,0,0,0,15634,6.6,16435,222,40,-3194,-2675,22.2,1563.4,50,2,1,12,5,13,1,0,1,0,18828,7.2,19110,205,52,3194,2675,20.5,1882.8
4523546666,1,16,1,0,5,3,6,0,0,0,0,16169,7.2,18880,235,60,561,740,23.5,1616.9,14,0,1,3,5,3,0,0,0,0,15608,7,18140,235,59,-561,-740,23.5,1560.8
4522858842,0,11,0,0,2,7,0,0,0,0,0,13371,6.4,15621,224,0,-3170,-2591,22.4,1337.1,12,1,1,7,2,6,1,1,0,0,16541,6.8,18212,226,40,3170,2591,22.6,1654.1
4503545828,1,52,3,1,8,7,8,0,0,0,0,18078,7,18614,261,48,1204,306,26.1,1807.8,37,2,0,7,8,7,1,1,0,0,16874,6.8,18308,204,52,-1204,-306,20.4,1687.4
4502931082,0,14,0,0,6,7,5,0,0,0,0,15903,7,18823,205,53,-623,1024,20.5,1590.3,14,1,1,7,6,5,1,1,0,0,16526,7,17799,205,48,623,-1024,20.5,1652.6
4523347600,1,13,2,1,9,5,9,1,1,0,0,16329,6.4,16575,206,36,948,16,20.6,1632.9,18,0,0,5,9,4,0,0,0,0,15381,6.8,16559,173,52,-948,-16,17.3,1538.1
4495147066,0,13,1,0,2,9,2,0,0,0,0,13267,6.2,14831,185,40,-5292,-4922,18.5,1326.7,14,3,1,9,2,12,1,1,0,0,18559,7.2,19753,237,64,5292,4922,23.7,1855.9
4513948107,1,20,3,1,11,6,13,1,1,0,0,18401,7,18465,201,51,1843,1402,20.1,1840.1,16,3,0,6,11,8,0,0,0,0,16558,6.8,17063,212,36,-1843,-1402,21.2,1655.8
4524584974,0,15,2,0,4,11,3,0,0,0,0,14956,6.4,16656,216,49,-3532,-2062,21.6,1495.6,17,2,1,11,4,11,0,0,0,0,18488,7.2,18718,217,56,3532,2062,21.7,1848.8
4468712896,1,23,5,1,7,6,6,1,1,0,0,17743,7.4,19173,255,52,1572,829,25.5,1774.3,16,3,0,6,7,4,0,0,0,0,16171,7,18344,218,47,-1572,-829,21.8,1617.1
4524926639,0,16,3,1,8,6,12,0,0,0,0,16808,6.8,16741,200,44,616,-87,20,1680.8,16,4,0,6,8,8,0,0,0,0,16192,6.6,16828,198,48,-616,87,19.8,1619.2
4523887906,1,13,2,0,8,6,8,1,1,0,0,16888,7,18788,202,56,856,1638,20.2,1688.8,44,1,1,6,8,5,1,0,1,0,16032,6.6,17150,198,52,-856,-1638,19.8,1603.2
4522027915,0,21,0,1,10,5,7,1,0,1,0,17971,7.2,19214,231,44,3146,1518,23.1,1797.1,12,3,0,5,10,2,1,1,0,0,14825,7,17696,181,47,-3146,-1518,18.1,1482.5
4458383359,1,15,3,0,8,8,8,1,1,0,0,17706,6.8,18217,217,60,-492,-173,21.7,1770.6,16,0,1,8,8,11,0,0,0,0,18198,7.2,18390,230,52,492,173,23,1819.8
4517748095,0,14,1,0,5,14,6,2,1,1,0,15015,6.6,16032,167,54,-5065,-3552,16.7,1501.5,16,1,1,14,5,9,0,0,0,0,20080,7.4,19584,224,52,5065,3552,22.4,2008
4515399183,1,17,0,1,6,9,5,2,1,1,0,16149,6.8,16641,199,52,34,-957,19.9,1614.9,34,3,0,9,6,9,0,0,0,0,16115,6.8,17598,184,28,-34,957,18.4,1611.5
4495258112,0,17,2,0,9,10,6,1,1,0,0,16954,6.8,16923,197,49,-1073,210,19.7,1695.4,19,3,1,10,9,16,0,0,0,0,18027,6.6,16713,176,51,1073,-210,17.6,1802.7
4487686105,1,12,4,1,8,4,11,0,0,0,0,16763,7,17757,216,34,147,-712,21.6,1676.3,14,2,0,4,8,8,0,0,0,0,16616,7,18469,240,64,-147,712,24,1661.6
4520518919,0,18,1,0,5,4,5,0,0,0,0,15984,7.2,17527,203,54,193,89,20.3,1598.4,15,3,1,4,5,4,0,0,0,0,15791,6.8,17438,222,50,-193,-89,22.2,1579.1
4433310925,1,16,1,1,5,2,5,0,0,0,0,16747,7.2,19858,250,64,2126,1070,25,1674.7,10,2,0,2,5,1,0,0,0,0,14621,7,18788,227,60,-2126,-1070,22.7,1462.1
4496613517,0,17,4,1,9,10,5,0,0,0,0,17193,7,18326,224,40,-1027,-1434,22.4,1719.3,16,2,0,10,9,6,0,0,0,0,18220,7.6,19760,236,56,1027,1434,23.6,1822
4481135148,1,17,3,1,9,6,8,1,0,1,1,18758,7.2,18617,228,44,2137,490,22.8,1875.8,15,3,0,6,9,6,0,0,0,0,16621,6.8,18127,234,52,-2137,-490,23.4,1662.1
4467944823,0,17,3,1,2,10,0,0,0,0,0,14704,7,17930,227,60,-3517,-1818,22.7,1470.4,11,1,0,10,2,7,1,1,0,0,18221,7.6,19748,235,56,3517,1818,23.5,1822.1
4473770063,1,15,3,0,13,8,13,1,0,1,0,20711,7.6,20463,220,68,3673,1956,22,2071.1,15,2,1,8,13,4,1,1,0,0,17038,7,18507,209,44,-3673,-1956,20.9,1703.8
4497717401,0,14,1,0,5,8,3,0,0,0,0,16367,7.2,18191,254,48,-1204,-717,25.4,1636.7,42,3,1,8,5,8,1,1,0,0,17571,7,18908,218,56,1204,717,21.8,1757.1
4516824896,1,22,2,0,8,4,9,0,0,0,0,16539,7,17585,205,46,1947,1396,20.5,1653.9,38,2,1,4,8,3,0,0,0,0,14592,6.6,16189,196,43,-1947,-1396,19.6,1459.2
4509036476,0,10,3,0,0,5,0,0,0,0,0,12905,6.2,15457,195,44,-3927,-3257,19.5,1290.5,17,3,1,5,0,5,0,0,0,0,16832,7,18714,211,78,3927,3257,21.1,1683.2
4524811313,1,20,2,1,11,9,13,1,0,1,0,19096,7.2,19250,206,55,895,910,20.6,1909.6,18,2,0,9,11,9,0,0,0,0,18201,7,18340,235,49,-895,-910,23.5,1820.1
4524695455,0,37,3,0,3,7,0,0,0,0,0,13967,7,16908,197,48,-2681,-834,19.7,1396.7,13,4,1,7,3,6,1,1,0,0,16648,6.6,17742,193,61,2681,834,19.3,1664.8
4524847047,1,24,1,1,11,4,14,2,1,1,0,17938,6.6,16164,199,48,3413,396,19.9,1793.8,11,2,0,4,11,3,0,0,0,0,14525,6.6,15768,195,34,-3413,-396,19.5,1452.5
4514151915,0,15,3,0,8,6,9,1,1,0,0,16511,7,18106,199,48,300,1722,19.9,1651.1,17,0,1,6,8,7,0,0,0,0,16211,6.6,16384,225,44,-300,-1722,22.5,1621.1
4513553506,1,39,1,1,8,11,8,0,0,0,0,17072,6.8,17724,180,63,-2298,-730,18,1707.2,13,2,0,11,8,5,2,1,1,1,19370,7,18454,242,48,2298,730,24.2,1937
4516562361,0,15,3,0,8,7,8,0,0,0,0,17496,7.4,19884,232,35,4,1213,23.2,1749.6,15,2,1,7,8,8,0,0,0,0,17492,7.2,18671,259,56,-4,-1213,25.9,1749.2
4516387872,1,17,4,1,12,4,18,1,1,0,0,19640,7,18636,216,52,5151,3496,21.6,1964,10,1,0,4,12,5,0,0,0,0,14489,6,15140,175,36,-5151,-3496,17.5,1448.9
4522419408,0,16,4,0,2,2,0,1,0,1,0,13742,6.8,17269,208,52,-2296,-1213,20.8,1374.2,15,2,1,2,2,1,1,1,0,0,16038,6.8,18482,250,52,2296,1213,25,1603.8
4522005554,1,15,1,1,7,5,6,1,1,0,0,16891,7,18224,214,65,-51,373,21.4,1689.1,38,2,0,5,7,8,1,0,1,0,16942,6.8,17851,218,48,51,-373,21.8,1694.2
4488609653,0,15,6,0,9,15,10,0,0,0,0,17793,7,18271,187,58,-1961,-392,18.7,1779.3,21,1,1,15,9,19,1,1,0,0,19754,7,18663,173,36,1961,392,17.3,1975.4
4503361762,1,16,3,1,9,3,6,1,1,0,0,17485,7,18330,234,58,3075,1798,23.4,1748.5,17,2,0,3,9,2,0,0,0,0,14410,6.6,16532,214,27,-3075,-1798,21.4,1441
4523824469,0,42,5,1,5,8,6,0,0,0,0,16178,6.8,17363,221,48,-1320,-687,22.1,1617.8,55,1,0,8,5,10,1,0,1,0,17498,7.2,18050,185,52,1320,687,18.5,1749.8
4513537755,1,11,3,1,8,3,4,1,1,0,0,17499,7.2,19191,231,44,2644,2337,23.1,1749.9,20,0,0,3,8,2,0,0,0,0,14855,6.6,16854,208,39,-2644,-2337,20.8,1485.5
4494820088,0,13,0,1,3,8,2,0,0,0,0,14760,6.4,16005,183,53,-1964,-3710,18.3,1476,21,0,0,8,3,6,1,1,0,0,16724,7.4,19715,200,74,1964,3710,20,1672.4
4504128321,1,15,3,1,10,6,9,0,0,0,0,18288,7.2,19569,245,41,2569,1891,24.5,1828.8,127,4,0,6,10,4,1,0,1,0,15719,6.8,17678,220,41,-2569,-1891,22,1571.9
4419100258,0,15,1,0,3,5,3,0,0,0,0,15820,6.8,17793,220,55,-306,-282,22,1582,17,4,1,5,3,8,2,1,1,0,16126,7,18075,222,52,306,282,22.2,1612.6
4524739692,1,15,3,0,7,6,9,1,1,0,1,18551,7.2,18363,225,61,1850,834,22.5,1855.1,18,1,1,6,7,7,0,0,0,0,16701,7,17529,210,57,-1850,-834,21,1670.1
4519853578,0,12,2,0,5,9,3,1,0,1,0,15173,7,17165,183,59,-2354,-1337,18.3,1517.3,16,3,1,9,5,7,1,1,0,0,17527,7,18502,210,46,2354,1337,21,1752.7
4480057032,1,18,3,1,12,4,16,1,1,0,0,19351,7.4,20590,220,40,3969,3522,22,1935.1,14,2,0,4,12,4,0,0,0,0,15382,6.6,17068,221,48,-3969,-3522,22.1,1538.2
4492130975,0,18,0,0,4,3,5,0,0,0,0,14769,6.8,17725,215,36,-1071,-843,21.5,1476.9,10,2,1,3,4,2,0,0,0,0,15840,7,18568,242,51,1071,843,24.2,1584
